timestamp,qubit,readout_error
2026-06-07T05:14:17.182912+00:00,91,0.00830078125
2026-06-07T05:14:17.182912+00:00,92,0.0133056640625
2026-06-07T05:14:17.182912+00:00,93,0.0194091796875
2026-06-07T05:14:17.182912+00:00,94,0.0308837890625
2026-06-07T05:14:17.182912+00:00,95,0.009033203125
2026-06-07T05:14:17.182912+00:00,96,0.051025390625
2026-06-07T05:14:17.182912+00:00,97,0.0152587890625
2026-06-07T05:14:17.182912+00:00,98,0.010009765625
2026-06-07T05:14:17.182912+00:00,99,0.013916015625
2026-06-07T05:14:17.182912+00:00,100,0.0096435546875
2026-06-07T05:14:17.182912+00:00,101,0.019775390625
2026-06-07T05:14:17.182912+00:00,102,0.01416015625
2026-06-07T05:14:17.182912+00:00,103,0.0103759765625
2026-06-07T05:14:17.182912+00:00,104,0.023193359375
2026-06-07T05:14:17.182912+00:00,105,0.0106201171875
2026-06-07T05:14:17.182912+00:00,106,0.0147705078125
2026-06-07T05:14:17.182912+00:00,107,0.0045166015625
2026-06-07T05:14:17.182912+00:00,108,0.0167236328125
2026-06-07T05:14:17.182912+00:00,109,0.0086669921875
2026-06-07T05:14:17.182912+00:00,110,0.0086669921875
2026-06-07T05:14:17.182912+00:00,111,0.0147705078125
2026-06-07T05:14:17.182912+00:00,112,0.0072021484375
2026-06-07T05:14:17.182912+00:00,113,0.3193359375
2026-06-07T05:14:17.182912+00:00,114,0.00732421875
2026-06-07T05:14:17.182912+00:00,115,0.010009765625
2026-06-07T05:14:17.182912+00:00,116,0.010986328125
2026-06-07T05:14:17.182912+00:00,117,0.011474609375
2026-06-07T05:14:17.182912+00:00,118,0.0084228515625
2026-06-07T05:14:17.182912+00:00,119,0.180419921875
2026-06-07T05:14:17.182912+00:00,120,0.011474609375
2026-06-07T05:14:17.182912+00:00,121,0.0482177734375
2026-06-07T05:14:17.182912+00:00,122,0.006103515625
2026-06-07T05:14:17.182912+00:00,123,0.01220703125
2026-06-07T05:14:17.182912+00:00,124,0.005126953125
2026-06-07T05:14:17.182912+00:00,125,0.0279541015625
2026-06-07T05:14:17.182912+00:00,126,0.0087890625
2026-06-07T05:14:17.182912+00:00,127,0.0277099609375
2026-06-07T05:14:17.182912+00:00,128,0.0244140625
2026-06-07T05:14:17.182912+00:00,129,0.0367431640625
2026-06-07T05:14:17.182912+00:00,130,0.5155029296875
2026-06-07T05:14:17.182912+00:00,131,0.0074462890625
2026-06-07T05:14:17.182912+00:00,132,0.0089111328125
2026-06-07T05:14:17.182912+00:00,133,0.0068359375
