qubit,t1_us,t2_us,readout_error,p_relax,p_dephase,p_readout,predicted_qber_linear,predicted_qber_rf,predicted_qber_nn
80,123.8856469016828,33.73070454603344,0.036376953125,0.031508058579795085,0.15423741506641622,0.036376953125,0.12157612525063255,0.12978419896104076,0.1378813488174741
81,259.34751064505133,301.4816596188691,0.0516357421875,0.008207670240361536,0.005456942779883853,0.0516357421875,0.06650603691812143,0.06932179442308006,0.09679713059555925
82,5.4550183924917315,6.440762177221647,0.4990234375,1.0000000000000002,0.8640458516227936,0.4990234375,1.0973367890559365,0.28495613279674725,0.44847554847831145
83,97.92609270339742,75.0284912767108,0.2347412109375,0.043333762471621365,0.062027766800714194,0.2347412109375,0.23311971503866716,0.1326701217823973,0.12514226639022522
84,187.89461268501455,161.4184690203329,0.0135498046875,0.01631117002672102,0.021720333963677514,0.0135498046875,0.048513792063043605,0.04128266671335,0.10449582146929004
85,175.1016870862594,117.21601583026292,0.0096435546875,0.01846006111576768,0.034921351488916154,0.0096435546875,0.05159911657330088,0.04141316826281709,0.10707136861928243
86,130.8262699696106,28.40516687654956,0.0147705078125,0.02914142132563409,0.18564553333447675,0.0147705078125,0.11721103708034357,0.12295233152871361,0.14416148220348185
87,81.25619647149999,101.86209695338393,0.0069580078125,0.05491159251571211,0.042187778036683804,0.0069580078125,0.06643381107865667,0.057335345340089584,0.11690866530614671
88,284.0117039368776,173.5489386436829,0.015625,0.006357133194633269,0.01927350482973158,0.015625,0.04524852482890473,0.0414864697234943,0.10187569070170716
89,212.59955772361135,225.71655456107624,0.04736328125,0.012893293285955173,0.011748325921814523,0.04736328125,0.06764956512218576,0.06912074077933156,0.0990379728682857
90,66.66246908897052,78.684976281345,0.020263671875,0.0698010040542037,0.058527936561147666,0.020263671875,0.08796330329423142,0.07897549724887068,0.12491089462030364
91,114.81611417115953,155.97448015766864,0.0087890625,0.03503185057326895,0.022942166459778014,0.0087890625,0.05274201643399422,0.0437766413906295,0.10906834552163899
92,283.85433543482753,225.20717904337505,0.010498046875,0.006367921052881673,0.011804949021331662,0.010498046875,0.038706463970301995,0.031925834440684045,0.10142140645363829
93,198.77288609916883,172.41359846222497,0.0360107421875,0.014701496921038747,0.019487909254834783,0.0360107421875,0.06316336459173957,0.06480819171826557,0.10158379785358121
94,245.9243850071411,249.6124066609962,0.0106201171875,0.009370775894306071,0.00935173364259388,0.0106201171875,0.03900391158545509,0.03346784359605976,0.10171815139961493
95,288.4246447721066,373.55975815748826,0.00927734375,0.006059412728323221,0.0018404837242205641,0.00927734375,0.033888304081631335,0.03390730349755048,0.10017658414747208
96,119.63763437335233,60.75281235521479,0.0733642578125,0.03309202572233404,0.07972500047491961,0.0733642578125,0.12014188982934323,0.12446661504261593,0.1208043959561341
97,259.379980163056,77.7296125528005,0.0089111328125,0.008205002727667391,0.05941059289465895,0.0089111328125,0.05653910282008781,0.05191298493469209,0.10819857294232324
98,241.26382531930204,61.821081686342545,0.0042724609375,0.009804879567281776,0.07811776693021351,0.0042724609375,0.061001050419297514,0.051994298214521756,0.11145393001417997
99,115.6145313824428,36.877529920052986,0.0118408203125,0.03469944843248965,0.1399423340498564,0.0118408203125,0.09970124029977975,0.10583136524115203,0.1338485867233024
100,114.13826803948228,146.40239106482272,0.01318359375,0.03531770583374067,0.025310845569373734,0.01318359375,0.056915084940453935,0.04661542343600595,0.10899185450329152
101,131.20287484690027,71.9602796117891,0.0419921875,0.02902016711765012,0.06523896768943711,0.0419921875,0.09050218029590688,0.08818030559308156,0.11384160349787731
102,99.59875195249056,87.76819725182722,0.0247802734375,0.04238598944825768,0.05109582709874421,0.0247802734375,0.07784369674536425,0.06431749709963425,0.11408723762662776
103,111.9973611010605,48.29187317268393,0.145751953125,0.03624327293851263,0.10372501763595991,0.145751953125,0.18252198166663888,0.1525920261663049,0.13069933248215138
104,251.91280964031645,162.24644539850297,0.0111083984375,0.008836568454650636,0.021541689012702835,0.0111083984375,0.04382722378400399,0.0399084959634295,0.10315178719508891
105,130.61543287370475,111.96262766807467,0.0062255859375,0.0292096091386808,0.0371832893358694,0.0062255859375,0.054134512750106834,0.043484303414462196,0.10997068217270445
106,70.65981558292837,23.12728510685465,0.01220703125,0.06511106618293662,0.23104375826054685,0.01220703125,0.14658077751609985,0.15236812677928932,0.1688164191569726
107,304.36889923735896,202.87496003704496,0.0201416015625,0.005055673803392776,0.014566941010042892,0.0201416015625,0.046185748820450914,0.037575815167440775,0.10052769421108401
108,27.637964435361795,17.926834931976156,0.0196533203125,0.18685847577988593,0.3019221541638078,0.0196533203125,0.22579731467796463,0.22015496005915985,0.22521960018455212
109,289.112979180225,143.47363907166465,0.0057373046875,0.006013793418182332,0.026098731831020176,0.0057373046875,0.04063815982014263,0.04024391114137225,0.10370147493611151
110,310.66099014090184,242.19284788248416,0.011962890625,0.0046879199922681206,0.010045242180911568,0.011962890625,0.03843868849259817,0.033303470180021465,0.10068969349827545
111,181.786969659848,90.49397322227765,0.01318359375,0.017299372091571775,0.04915657380370364,0.01318359375,0.05915774660580171,0.04896511895217914,0.10833113973672898
112,264.69280395811876,171.8271244005339,0.0067138671875,0.007777345304697213,0.019599772337994092,0.0067138671875,0.03952143449941725,0.03939811458572766,0.10312182334143319
113,186.26193933369692,89.48945599617846,0.2984619140625,0.01656898613298885,0.049857491586018717,0.2984619140625,0.26393014623403754,0.12021073966109704,0.11748298173540098
114,353.41638092474363,425.3078379200449,0.0086669921875,0.002535799056238318,0.0,0.0086669921875,0.031393106983028295,0.03354613709573211,0.09925821884379277
115,194.98464021847855,79.48600501886769,0.0101318359375,0.01524166610452949,0.057804222812405846,0.0101318359375,0.05949655909955007,0.05151098743537094,0.10934110646577846
116,70.67671086610514,81.91592421993289,0.016357421875,0.06509236944525217,0.05569542937355621,0.016357421875,0.08226722898660006,0.07493920335461986,0.12244789607194656
117,160.3721786362609,20.646772222138395,0.013916015625,0.02135885998910987,0.260397663007374,0.013916015625,0.1422984298202435,0.1506553219053033,0.16170208010665138
118,197.38752767562843,79.2400176584749,0.0203857421875,0.01489663161349715,0.05802491083993782,0.0203857421875,0.0668096065825583,0.05664643584740412,0.1082557792453798
119,211.4115973396586,75.6274732378708,0.1787109375,0.013039362934148598,0.061431268578484584,0.1787109375,0.1810564497025687,0.12095999145240917,0.1129928848904686
120,232.63409287694964,73.17276866258852,0.0147705078125,0.010654609563511185,0.06393778969571508,0.0147705078125,0.06342147203778385,0.05698930743909069,0.10870985805820813
121,275.2246007747683,294.13605805079743,0.0318603515625,0.0069783903829233225,0.005925022060063274,0.0318603515625,0.0520188761385624,0.04736015492033879,0.098609580489811
122,241.78619603376185,36.103816681249846,0.0064697265625,0.009755391066355947,0.14322605544679237,0.0064697265625,0.08754309107405443,0.1008922802430436,0.12582817952321243
123,210.1620644358083,94.27135514592123,0.0177001953125,0.013194785384940594,0.0466545426950333,0.0177001953125,0.05986629177104446,0.04854954712628293,0.10668336661060768
124,141.70549837492513,136.13514203055723,0.009033203125,0.02589828187509821,0.028221809953029704,0.009033203125,0.0514417340122684,0.0442554148735924,0.1078176439860753
125,173.68286105254035,60.64637711184325,0.036865234375,0.01871788968767761,0.07988823627892765,0.036865234375,0.0884936537856271,0.08387183059355108,0.11387714933983192
126,162.77260192317516,32.93383534899965,0.009765625,0.02085066932086075,0.1582908250353059,0.009765625,0.09994326971489326,0.10944025556352559,0.13380827691654107
127,226.45657103816723,21.51048266206284,0.027099609375,0.011302654602540502,0.2494084381127453,0.027099609375,0.14369008052298798,0.15177522958596698,0.15529584565850857
128,230.9537646817709,20.648382840680956,0.009521484375,0.01082744981787416,0.2603763150808936,0.009521484375,0.13509832733576232,0.14587244393519927,0.15788657580260934
129,274.18199004115115,272.4505266303589,0.0146484375,0.0070547467410952865,0.007454120214301379,0.0146484375,0.040279547513142805,0.03521686358659235,0.10057445689796252
130,322.9729925580698,16.288825214895343,0.4984130859375,0.004009771263543974,0.3336196026905314,0.4984130859375,0.5115346917992211,0.21362058436336606,0.1660441405404432
131,280.42073867335466,177.77009396853123,0.008056640625,0.006606313679875776,0.01850037597325304,0.008056640625,0.039614530584698805,0.03889880863666937,0.10259574868245336
132,322.72534145359845,108.30911581972283,0.0086669921875,0.004022902033178892,0.038885736496342034,0.0086669921875,0.046884669354555195,0.040714291853521586,0.10465948709488054
133,362.477389115074,238.91427640665603,0.0252685546875,0.0021449058555988304,0.010365413521498593,0.0252685546875,0.04713795228083477,0.0362333322415906,0.09884603562484404
134,238.1202258421216,124.0707208478186,0.0068359375,0.010107283825441599,0.0322579678753721,0.0068359375,0.04535954995148856,0.04097103522610293,0.10525504785272038
135,421.8200769172984,92.94670621695452,0.0224609375,0.0,0.0475087991176994,0.0224609375,0.058553139571061036,0.04948011304791893,0.10354227494412127
136,255.35808315610475,160.7013745061389,0.0084228515625,0.008540581184124717,0.021876542512964024,0.0084228515625,0.041914459255161705,0.03958549252578535,0.1034063436398352
137,104.68785884485604,43.54258574794374,0.0078125,0.03968861928877307,0.11648768354535957,0.0078125,0.08972206871432437,0.08870919725015547,0.12915215597752322
138,239.37386488362188,116.19415217176542,0.005859375,0.009985735583805024,0.03534530959306793,0.005859375,0.045796632620875355,0.04072326601441167,0.10573281286872921
139,174.71003940240354,199.0056588197581,0.0086669921875,0.01853081276371555,0.015108492657069357,0.0086669921875,0.043322520980285176,0.0371427947639186,0.10459242926263554
140,333.84141973650907,50.54976769342449,0.0103759765625,0.0034527016583612673,0.09849850928755384,0.0103759765625,0.07076781042318281,0.06298483655674039,0.11306575264398755
141,175.11495486902575,110.88346874279752,0.010498046875,0.01845766981625866,0.037674476190327814,0.010498046875,0.05326803138586447,0.041933542520730345,0.1073443653800103
142,116.92474678842262,84.16351810700763,0.0111083984375,0.03416380839724258,0.05385327152875647,0.0111083984375,0.06593553734964334,0.053556881382896125,0.11269601340367491
143,154.74021141473426,52.59312748150224,0.0106201171875,0.0226130897251257,0.09415542862426887,0.0106201171875,0.07662189328423989,0.06528467323421838,0.11753203011259197
144,85.80933334836224,43.734049884239525,0.0142822265625,0.051302742124127984,0.11591954436621005,0.0142822265625,0.09860069439161478,0.0942201161278409,0.13335983249137867
145,167.36411974377754,40.402790271530826,0.04541015625,0.019919214488105255,0.12657270900199874,0.04541015625,0.11300210042662429,0.1222601401441167,0.1270876084423644
146,167.66905331701955,60.914687328279385,0.0059814453125,0.019859160872126518,0.07947783231918115,0.0059814453125,0.06660415395916955,0.056892431431962286,0.11356839630062848
147,275.58708108659266,134.9714609906589,0.00830078125,0.006951979221055678,0.028579678042594453,0.00830078125,0.04378998794247089,0.040590780790047624,0.10396261723046485
148,279.31672344546763,148.44154989325807,0.0098876953125,0.006684210043698447,0.024780634710167025,0.0098876953125,0.0433686902791841,0.039567701406516824,0.10324799019271591
149,188.79609250866233,107.23954406688516,0.0118408203125,0.01617072774688028,0.03940608123738503,0.0118408203125,0.054019657229546686,0.04229885251668487,0.1069546007958232
150,142.2010152927361,108.18645570864516,0.0126953125,0.02576238224421625,0.03894488811920418,0.0126953125,0.0581331564142247,0.045704508645401445,0.10882043451038054
151,176.63440841646994,66.74052353301403,0.0057373046875,0.018186189671396832,0.07138039013229555,0.0057373046875,0.06268034772285544,0.053909877349964976,0.11218234078021344
152,237.8848594190967,142.35589085737251,0.03466796875,0.01013024693032407,0.02640797323873066,0.03466796875,0.0631024314066603,0.06196582249848689,0.10166651450316971
153,164.47343140803497,146.6310285794155,0.114501953125,0.020499567641653546,0.02525066245556202,0.114501953125,0.12394137242726772,0.11595977535663256,0.10436492666100047
154,230.4393988978936,18.935953832185024,0.01025390625,0.010880861896679778,0.28512434090342714,0.01025390625,0.14514102057324768,0.16657465851141268,0.16434774937423596
155,325.25478828352266,143.62685044792536,0.0072021484375,0.0038897284832849384,0.026056718755278388,0.0072021484375,0.04085927022708805,0.03999347419743205,0.10310136899341596
